Title,Journal,DOI,Link
"The effect of regional, urban and future climate on indoor overheating – A simplified approach based on measured weather data, statistical evaluation, and urban climate effects for building performance simulations",City and Environment Interactions,10.1016/j.cacint.2024.100163,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85200985301&doi=10.1016%2fj.cacint.2024.100163&partnerID=40&md5=23bc1863a9be070dd939373e8afa3c30
Institutional heat wave analysis by building energy modeling fleet and meter data,Energy and Buildings,10.1016/j.enbuild.2021.110774,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101867091&doi=10.1016%2fj.enbuild.2021.110774&partnerID=40&md5=86dfa1aad8e3639ccdc5d5081928197e
A stochastic model of future extreme temperature events for infrastructure analysis,Environmental Modelling and Software,10.1016/j.envsoft.2023.105663,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150235918&doi=10.1016%2fj.envsoft.2023.105663&partnerID=40&md5=5b3ba543404c0e7e46dcb8da3eb78c9f
"Influence of urbanization on meteorological conditions and ozone pollution in the Central Plains Urban Agglomeration, China",Environmental Pollution,10.1016/j.envpol.2024.124290,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85194820343&doi=10.1016%2fj.envpol.2024.124290&partnerID=40&md5=80599b823b527670380e5e3f1388505c
Assessing the performance of the non-hydrostatic RegCM4 with the improved urban parameterization over southeastern China,Urban Climate,10.1016/j.uclim.2023.101527,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85154026893&doi=10.1016%2fj.uclim.2023.101527&partnerID=40&md5=4e39d0cd3750f3c9c0f842942eeda7e6
TOM.D: Taking advantage of microclimate data for urban building energy modeling,Advances in Applied Energy,10.1016/j.adapen.2023.100138,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85159105607&doi=10.1016%2fj.adapen.2023.100138&partnerID=40&md5=1212e8285aad31707d803622b0d0d74d
Assessing strategies for retrofitting cooling systems in historical buildings,Energy Reports,10.1016/j.egyr.2024.01.017,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85185399182&doi=10.1016%2fj.egyr.2024.01.017&partnerID=40&md5=26f293935b4367ba0d4ffeca10a1cc7a
Human behaviour change and its impact on urban climate: Restrictions with the G20 Osaka Summit and COVID-19 outbreak,Urban Climate,10.1016/j.uclim.2020.100728,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096498654&doi=10.1016%2fj.uclim.2020.100728&partnerID=40&md5=98c6fe7e7636b2d0d613cd8380b59629
Assessing the effects of CO2 reduction strategies on heat islands in urban areas,Sustainable Cities and Society,10.1016/j.scs.2016.04.018,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84971320393&doi=10.1016%2fj.scs.2016.04.018&partnerID=40&md5=21623ba5ef8e461cdb68c1a2580d3438
Interactions between building integrated photovoltaics and microclimate in urban environments,"Journal of Solar Energy Engineering, Transactions of the ASME",10.1115/1.2188533,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33646879425&doi=10.1115%2f1.2188533&partnerID=40&md5=788fcfd66a1599bcfe959ccdd90f91c6
Changes in year-round air temperature and annual energy consumption in office building areas by urban heat-island countermeasures and energy-saving measures,Applied Energy,10.1016/j.apenergy.2007.06.012,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34848834156&doi=10.1016%2fj.apenergy.2007.06.012&partnerID=40&md5=d1ec6fd4d8fab3a2f437634fcf6bd8dc
Impacts of urbanization and air pollution on building energy demands — Beijing case study,Applied Energy,10.1016/j.apenergy.2018.04.120,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048829943&doi=10.1016%2fj.apenergy.2018.04.120&partnerID=40&md5=66bf6be5ce2007697735f21f44025e54
A climatological validation of urban air temperature and electricity demand simulated by a regional climate model coupled with an urban canopy model and a building energy model in an Asian megacity,International Journal of Climatology,10.1002/joc.5056,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017354175&doi=10.1002%2fjoc.5056&partnerID=40&md5=2361b0a4bea129a5bb5d36b9639e3a2d
Combining a Detailed Building Energy Model with a Physically-Based Urban Canopy Model,Boundary-Layer Meteorology,10.1007/s10546-011-9620-6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80051663853&doi=10.1007%2fs10546-011-9620-6&partnerID=40&md5=c288c98849276850aa3d157950a3a598
Energy savings potentials of commercial buildings by urban heat island reduction strategies in Montreal (Canada),Energy and Buildings,10.1016/j.enbuild.2015.10.018,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84945929208&doi=10.1016%2fj.enbuild.2015.10.018&partnerID=40&md5=a7bdc4d2ec58d59e4d0a6e953120d102
A new Building Energy Model coupled with an Urban Canopy Parameterization for urban climate simulations-part II. Validation with one dimension off-line simulations,Theoretical and Applied Climatology,10.1007/s00704-009-0143-8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-73149101472&doi=10.1007%2fs00704-009-0143-8&partnerID=40&md5=957923b8e36db2a5ef217d06a75d483c
From urban climate to energy consumption. Enhancing building performance simulation by including the urban heat island effect,Energy and Buildings,10.1016/j.enbuild.2017.03.069,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017557333&doi=10.1016%2fj.enbuild.2017.03.069&partnerID=40&md5=d92c0d5408e1cf8c2ffb5006bea5bdc5
On the impact of local microclimate on building performance simulation. Part I: Prediction of building external conditions,Building Simulation,10.1007/s12273-019-0507-7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064245814&doi=10.1007%2fs12273-019-0507-7&partnerID=40&md5=e2bc21836cde64b01b4a883a55c7ee34
Evaluation of the seasonal effect of increasing albedo on urban climate and energy consumption of buildings in Montreal,Urban Climate,10.1016/j.uclim.2015.09.007,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84945948369&doi=10.1016%2fj.uclim.2015.09.007&partnerID=40&md5=278c143dfc586727685e96f40b680376
Technomass and cooling demand in South America: a superlinear relationship?,Building Research and Information,10.1080/09613218.2018.1483868,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052929046&doi=10.1080%2f09613218.2018.1483868&partnerID=40&md5=c111c4e076f25c4d564eb5b7ae448421
Comparison between simplified and detailed EnergyPlus models coupled with an urban canopy model,Energy and Buildings,10.1016/j.enbuild.2017.01.078,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013442780&doi=10.1016%2fj.enbuild.2017.01.078&partnerID=40&md5=40b7cc1dfb91bd51bb736603d5f5a83d
Towards an overheating risk tool for building design,Structural Survey,10.1108/SS-01-2013-0004,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883120451&doi=10.1108%2fSS-01-2013-0004&partnerID=40&md5=de156843596a135436258344313224fb
Building information modelling (Bim) for estimation of heat flux from streetscape material,International Journal of Engineering and Advanced Technology,10.35940/ijeat.A2679.109119,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074559890&doi=10.35940%2fijeat.A2679.109119&partnerID=40&md5=f15b4431a953d3849264c1343f28b7b0
Adaptive comfort assessments in urban neighbourhoods: Simulations of a residential case study from London,Energy and Buildings,10.1016/j.enbuild.2019.07.039,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069914510&doi=10.1016%2fj.enbuild.2019.07.039&partnerID=40&md5=9ff60607b6b06bb29ae34efb60ee6c29
Citywide Impacts of Cool Roof and Rooftop Solar Photovoltaic Deployment on Near-Surface Air Temperature and Cooling Energy Demand,Boundary-Layer Meteorology,10.1007/s10546-016-0160-y,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964324865&doi=10.1007%2fs10546-016-0160-y&partnerID=40&md5=dbf19582add7980f814d3400e8b6431e
Influence of air-conditioning waste heat on air temperature in Tokyo during summer: Numerical experiments using an urban canopy model coupled with a building energy model,Journal of Applied Meteorology and Climatology,10.1175/JAM2441.1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33846820460&doi=10.1175%2fJAM2441.1&partnerID=40&md5=0d6af7ebbbf81f3ec7923cdcc9a0bdc1
Using WRF-Urban to Assess Summertime Air Conditioning Electric Loads and Their Impacts on Urban Weather in Beijing,Journal of Geophysical Research: Atmospheres,10.1002/2017JD028168,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044471932&doi=10.1002%2f2017JD028168&partnerID=40&md5=07f9a69d3d9356a50c779a76bdaaf2db
"Coupled CFD, radiation and building energy model for studying heat fluxes in an urban environment with generic building configurations",Sustainable Cities and Society,10.1016/j.scs.2015.07.009,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944172186&doi=10.1016%2fj.scs.2015.07.009&partnerID=40&md5=3e30ac34222ee63a58310b89743c6c9c
Investigating the potential of a novel low-energy house concept with hybrid adaptable thermal storage,Energy Conversion and Management,10.1016/j.enconman.2010.12.050,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79953143403&doi=10.1016%2fj.enconman.2010.12.050&partnerID=40&md5=eee023f192fe909c149ef7686f3a32e1
A reflective adaptive solar façade for multi-building energy and comfort management,Energy and Buildings,10.1016/j.enbuild.2018.07.040,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052106938&doi=10.1016%2fj.enbuild.2018.07.040&partnerID=40&md5=4740115e8633a8977b51558eab630d11
Development and assessment of simplified building representations under the context of an urban energy model: Application to arid climate environment,Energy and Buildings,10.1016/j.enbuild.2018.04.030,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048581776&doi=10.1016%2fj.enbuild.2018.04.030&partnerID=40&md5=c3858fc93c4db59c8da0554b794c1841
Estimation of thermal comfort felt by human exposed to extreme heat wave in a complex urban area using a WRF-MENEX model,International Journal of Biometeorology,10.1007/s00484-019-01705-1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063210179&doi=10.1007%2fs00484-019-01705-1&partnerID=40&md5=5d7c09b8df2e69379c6390e516574704
On the impact of anthropogenic heat fluxes on the urban boundary layer: A two-dimensional numerical study,Boundary-Layer Meteorology,10.1007/s10546-010-9491-2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77953715703&doi=10.1007%2fs10546-010-9491-2&partnerID=40&md5=8c88f478b61e705d8731652e09b12488
A zonal model for assessing street canyon air temperature of high-density cities,Building and Environment,10.1016/j.buildenv.2018.01.035,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044671002&doi=10.1016%2fj.buildenv.2018.01.035&partnerID=40&md5=977d44c26018926f616fc9e1a23a9986
Spatiotemporal variability in building energy use in New York City,Energy,10.1016/j.energy.2017.11.066,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85034785999&doi=10.1016%2fj.energy.2017.11.066&partnerID=40&md5=37a69d1d94eba11a051e751a852d7fb6
Climate change impacts on peak building cooling energy demand in a coastal megacity,Environmental Research Letters,10.1088/1748-9326/aad8d0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055740077&doi=10.1088%2f1748-9326%2faad8d0&partnerID=40&md5=2d77c07ef1b233406dde8474be2b29fa
The outdoor microclimate benefits and energy saving resulting from green roofs retrofits,Energy and Buildings,10.1016/j.enbuild.2016.03.021,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84987819189&doi=10.1016%2fj.enbuild.2016.03.021&partnerID=40&md5=246ebea1c35100a512636b45f0dfb55f
Numerical simulations of outdoor heat stress index and heat disorder risk in the 23 wards of Tokyo,Journal of Applied Meteorology and Climatology,10.1175/JAMC-D-13-0127.1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84896514586&doi=10.1175%2fJAMC-D-13-0127.1&partnerID=40&md5=9310a0605d98b154ab34e3fd83d6ecb1
Development and evaluation of a building energy model integrated in the TEB scheme,Geoscientific Model Development,10.5194/gmd-5-433-2012,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859171470&doi=10.5194%2fgmd-5-433-2012&partnerID=40&md5=ddcd4405b36772c19bd9ec821e77a193
Analysis of the cooling effects of higher albedo surfaces during heat waves coupling the Weather Research and Forecasting model with building energy models,Energy and Buildings,10.1016/j.enbuild.2019.109627,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076217953&doi=10.1016%2fj.enbuild.2019.109627&partnerID=40&md5=3d6d91287d68b5d1a9a455151690452a
"Urban Building Energy and Climate (UrBEC) simulation: Example application and field evaluation in Sai Ying Pun, Hong Kong",Energy and Buildings,10.1016/j.enbuild.2019.109580,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076507174&doi=10.1016%2fj.enbuild.2019.109580&partnerID=40&md5=dd31777af0c9df3317eb9936855bcded
Uncertainty quantification of microclimate variables in building energy models,Journal of Building Performance Simulation,10.1080/19401493.2012.757368,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84887195568&doi=10.1080%2f19401493.2012.757368&partnerID=40&md5=6fbbaa67a63a58bbb83f8c6522b0dd36
"An idealized study of city structure, urban climate, energy consumption, and air quality",Urban Climate,10.1016/j.uclim.2014.03.003,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84927959783&doi=10.1016%2fj.uclim.2014.03.003&partnerID=40&md5=948341ed4d3bb50bbff3435c0853208f
Dynamic analysis of the heat released by tertiary buildings and the effects of urban heat island mitigation strategies,Energy and Buildings,10.1016/j.enbuild.2015.05.037,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84967321416&doi=10.1016%2fj.enbuild.2015.05.037&partnerID=40&md5=1bef587eecf406df7c2b7ad89635eed0
Simulations of a heat-wave event in New York City using a multilayer urban parameterization,Journal of Applied Meteorology and Climatology,10.1175/JAMC-D-14-0028.1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84936953118&doi=10.1175%2fJAMC-D-14-0028.1&partnerID=40&md5=0e09a9f357cad5f16626555ccba281b9
"Impacts on cooling energy consumption due to the UHI and vegetation changes in Manchester, UK",Energy and Buildings,10.1016/j.enbuild.2016.01.035,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964317361&doi=10.1016%2fj.enbuild.2016.01.035&partnerID=40&md5=a34efb0f0d6fbec2638ee88847875471
Simulations of local heat islands in Zürich with coupled CFD and building energy models,Urban Climate,10.1016/j.uclim.2017.02.003,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013167683&doi=10.1016%2fj.uclim.2017.02.003&partnerID=40&md5=2cf51e613a982f1ace51592e79dd9da9
On the impact of local microclimate on building performance simulation. Part II: Effect of external conditions on the dynamic thermal behavior of buildings,Building Simulation,10.1007/s12273-019-0508-6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064247616&doi=10.1007%2fs12273-019-0508-6&partnerID=40&md5=919553df5851c2bf5e48564639570d6b
The impact of the London Olympic Parkland on the urban heat island,Journal of Building Performance Simulation,10.1080/19401493.2013.791343,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84887187861&doi=10.1080%2f19401493.2013.791343&partnerID=40&md5=c57a70855c42f565f0298f4745dbc4d5
On the assessment of alternatives for building cooling load reductions for a tropical coastal city,Energy and Buildings,10.1016/j.enbuild.2018.10.023,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055751406&doi=10.1016%2fj.enbuild.2018.10.023&partnerID=40&md5=113cec6ee783daa46ae089fce4842dc0
Development of a dynamic external CFD and BES coupling framework for application of urban neighbourhoods energy modelling,Building and Environment,10.1016/j.buildenv.2018.09.006,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054040208&doi=10.1016%2fj.buildenv.2018.09.006&partnerID=40&md5=06adc3a7e08994e1c977137601637168
Urban warming and future air-conditioning use in an Asian megacity: importance of positive feedback,npj Climate and Atmospheric Science,10.1038/s41612-019-0096-2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081662248&doi=10.1038%2fs41612-019-0096-2&partnerID=40&md5=4bc3a21b5d17ac274f268cb41a5a0ec3
Simulating the CO2 reduction caused by decreasing the air conditioning load in an urban area,Energy and Buildings,10.1016/j.enbuild.2015.06.033,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961159037&doi=10.1016%2fj.enbuild.2015.06.033&partnerID=40&md5=884061f0959156e01c03f5a0326f58a6
Predicting the impact of climate change on thermal comfort in a building category: The Case of Linear-type Social Housing Stock in Southern Spain,Energies,10.3390/en12122238,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067271736&doi=10.3390%2fen12122238&partnerID=40&md5=69641bcef7b728409b6d62fe9d8a82fc
Chicago's heat island and climate change: Bridging the scales via dynamical downscaling,Journal of Applied Meteorology and Climatology,10.1175/JAMC-D-14-0241.1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84943811885&doi=10.1175%2fJAMC-D-14-0241.1&partnerID=40&md5=23eed27685294eb5102d030e23792ec8
Improving the capabilities of the Town Energy Balance model with up-to-date building energy simulation algorithms: An application to a set of representative buildings in Paris,Energy and Buildings,10.1016/j.enbuild.2013.10.038,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897879061&doi=10.1016%2fj.enbuild.2013.10.038&partnerID=40&md5=16a2b472fa1a7ba878fc52e525185dc2
An integrated empirical and modeling methodology for analyzing solar reflective roof technologies on commercial buildings,Building and Environment,10.1016/j.buildenv.2009.07.001,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70350163832&doi=10.1016%2fj.buildenv.2009.07.001&partnerID=40&md5=026057a509ab2fde29ea05e5fabf3b53
Impact of land surface heterogeneity on urban heat island circulation and sea-land breeze circulation in Hong Kong,Journal of Geophysical Research,10.1002/2017JD026702,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018958872&doi=10.1002%2f2017JD026702&partnerID=40&md5=4f7c042ed3569b3161fd9edbe6ca4264
Forecasting peak electricity demand for Los Angeles considering higher air temperatures due to climate change,Applied Energy,10.1016/j.apenergy.2018.11.039,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057146887&doi=10.1016%2fj.apenergy.2018.11.039&partnerID=40&md5=b10d1c90ec69289bf6f5ec4c6a6f2a3e
A resistance-capacitance network model for the analysis of the interactions between the energy performance of buildings and the urban climate,Building and Environment,10.1016/j.buildenv.2012.01.023,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857672633&doi=10.1016%2fj.buildenv.2012.01.023&partnerID=40&md5=8fc7b4f90820378074af43d7f53e732b
Comparison of software models for energy savings from cool roofs,Energy and Buildings,10.1016/j.enbuild.2015.06.020,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961178582&doi=10.1016%2fj.enbuild.2015.06.020&partnerID=40&md5=643c118b1fbf73d7f40ab62bf2ece528
The urban weather generator,Journal of Building Performance Simulation,10.1080/19401493.2012.718797,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875017618&doi=10.1080%2f19401493.2012.718797&partnerID=40&md5=8de1011495b67c92990d89dedea67683
The extent and implications of the microclimatic conditions in the urban environment: A Vienna case study,Sustainability (Switzerland),10.3390/su9020177,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013469557&doi=10.3390%2fsu9020177&partnerID=40&md5=a8ee4d60381ba792a594238efe924283
Quantifying the impact of urban wind sheltering on the building energy consumption,Applied Thermal Engineering,10.1016/j.applthermaleng.2017.01.044,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85012863680&doi=10.1016%2fj.applthermaleng.2017.01.044&partnerID=40&md5=e886b04a279c24c6c53bc171faad2fae
A new validation protocol for an urban microclimate model based on temperature measurements in a Central European city,Energy and Buildings,10.1016/j.enbuild.2015.07.057,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961160227&doi=10.1016%2fj.enbuild.2015.07.057&partnerID=40&md5=fb2720aca51f3aeaea0fcefd77e92c92
Transforming existing weather data for worldwide locations to enable energy and building performance simulation under future climates,Renewable Energy,10.1016/j.renene.2012.12.049,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873655924&doi=10.1016%2fj.renene.2012.12.049&partnerID=40&md5=04557cf95e1bd6b9898435369de3fe70
